sealid	cisi	site	type	complete	direction	signs_visual	signs_reading	motif
M77-5466		unknown	M77	Y	M77	798 760 740 0 32 700	798 760 740 0 32 700	
M77-5467		unknown	M77	Y	M77	384 0 4 ? 740	384 0 4 ? 740	
M77-5471		unknown	M77	Y	M77	413 892 690 0 260 741 565 0 ? 700	413 892 690 0 260 741 565 0 ? 700	
M77-5472		unknown	M77	Y	M77	880 32 156 0 32 700	880 32 156 0 32 700	
M77-5473		unknown	M77	Y	M77	240 632 740 400 0 700 125	240 632 740 400 0 700 125	
M77-5474		unknown	M77	Y	M77	840 32 740 0 33 700	840 32 740 0 33 700	
M77-5476		unknown	M77	Y	M77	820 60 61 740 0 32 700	820 60 61 740 0 32 700	
M77-5478		unknown	M77	Y	M77	233 550 527 0 33 700	233 550 527 0 33 700	
M77-5479		unknown	M77	Y	M77	240 632 690 740 0 32 700	240 632 690 740 0 32 700	
M77-5480		unknown	M77	Y	M77	31 861 33 0 61 255 740	31 861 33 0 61 255 740	
M77-5481		unknown	M77	Y	M77	240 632 740 400 0 125 700	240 632 740 400 0 125 700	
M77-5482		unknown	M77	Y	M77	877 0 171 ?	877 0 171 ?	
M77-5484		unknown	M77	Y	M77	700 220	700 220	
M77-5485		unknown	M77	Y	M77	? 690 0 ? 32 740 400	? 690 0 ? 32 740 400	
M77-5486		unknown	M77	Y	M77	? 690 0 ? 32 740 400	? 690 0 ? 32 740 400	
M77-5487		unknown	M77	Y	M77	233 32 840 740 400	233 32 840 740 400	
M77-5488		unknown	M77	Y	M77	632 740 400	632 740 400	
M77-5489		unknown	M77	Y	M77	?	?	
M77-5490		unknown	M77	Y	M77	176 175 831 615 615 0 892 861 0 32 700	176 175 831 615 615 0 892 861 0 32 700	
M77-5492		unknown	M77	Y	M77	255 435 0 ?	255 435 0 ?	
M77-5494		unknown	M77	Y	M77	413 892 877 0 240 151	413 892 877 0 240 151	
M77-5495		unknown	M77	Y	M77	16 615 615 0 33 700	16 615 615 0 33 700	
M77-5496		unknown	M77	Y	M77	233 520 0 33 700	233 520 0 33 700	
M77-5497		unknown	M77	Y	M77	705 632 336 151 400 0 ? 700	705 632 336 151 400 0 ? 700	
M77-5498		unknown	M77	Y	M77	? 32 740 400 0 32 700	? 32 740 400 0 32 700	
M77-5499		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-5501		unknown	M77	Y	M77	?	?	
M77-5504		unknown	M77	Y	M77	892	892	
M77-5505		unknown	M77	Y	M77	32 70 405	32 70 405	
M77-5506		unknown	M77	Y	M77	? 1	? 1	
M77-5507		unknown	M77	Y	M77	861 2 32 840 233 220	861 2 32 840 233 220	
M77-5508		unknown	M77	Y	M77	861 2 585 740	861 2 585 740	
M77-5510		unknown	M77	Y	M77	347 405 0 315 140	347 405 0 315 140	
M77-5511		unknown	M77	Y	M77	3	3	
M77-5513		unknown	M77	Y	M77	3	3	
M77-5514		unknown	M77	Y	M77	?	?	
M77-5515		unknown	M77	Y	M77	3 0 790 151	3 0 790 151	
M77-5516		unknown	M77	Y	M77	405 740	405 740	
M77-5517		unknown	M77	Y	M77	3	3	
M77-5519		unknown	M77	Y	M77	877 872	877 872	
M77-5601		unknown	M77	Y	M77	645 3 405 0 320 920 740	645 3 405 0 320 920 740	
M77-6104		unknown	M77	Y	M77	745 255 0 220 440 740	745 255 0 220 440 740	
M77-6108		unknown	M77	Y	M77	550 60 0 235 904 400 520 ?	550 60 0 235 904 400 520 ?	
M77-6111		unknown	M77	Y	M77	? 140 32 820 32	? 140 32 820 32	
M77-6112		unknown	M77	Y	M77	861 2 0 240 632 740	861 2 0 240 632 740	
M77-6113		unknown	M77	Y	M77	456 740 741 530 32 850 0 ?	456 740 741 530 32 850 0 ?	
M77-6115		unknown	M77	Y	M77	790 390 368 0 32 390 440	790 390 368 0 32 390 440	
M77-6116		unknown	M77	Y	M77	850 480 ? 2 32 226 0 ? 702 125 390	850 480 ? 2 32 226 0 ? 702 125 390	
M77-6118		unknown	M77	Y	M77	690 0 151 ?	690 0 151 ?	
M77-6122		unknown	M77	Y	M77	100 740 0 90	100 740 0 90	
M77-6124		unknown	M77	Y	M77	861 2 235 222 740 0 ?	861 2 235 222 740 0 ?	
M77-6125		unknown	M77	Y	M77	? 264 368 2 101 100 740 140 845 405	? 264 368 2 101 100 740 140 845 405	
M77-6128		unknown	M77	Y	M77	590 405 740	590 405 740	
M77-6130		unknown	M77	Y	M77	? 368 ?	? 368 ?	
M77-6131		unknown	M77	Y	M77	679	679	
M77-6133		unknown	M77	Y	M77	920 60 31 ? ? 842	920 60 31 ? ? 842	
M77-6201		unknown	M77	Y	M77	892 ? 741 61 740	892 ? 741 61 740	
M77-6202		unknown	M77	Y	M77	235 240 740 151 0 ?	235 240 740 151 0 ?	
M77-6203		unknown	M77	Y	M77	4 690 861 2 ? 0 13 840 390	4 690 861 2 ? 0 13 840 390	
M77-6204		unknown	M77	Y	M77	861 2 235 222 740 0 ?	861 2 235 222 740 0 ?	
M77-6205		unknown	M77	Y	M77	222 740 90 0 521 521 861	222 740 90 0 521 521 861	
M77-6207		unknown	M77	Y	M77	861 2 798 240 705 33 520	861 2 798 240 705 33 520	
M77-6208		unknown	M77	Y	M77	820 2	820 2	
M77-6209		unknown	M77	Y	M77	? 156	? 156	
M77-6215		unknown	M77	Y	M77	240 705 33 803 220	240 705 33 803 220	
M77-6216		unknown	M77	Y	M77	861 2 31 550	861 2 31 550	
M77-6218		unknown	M77	Y	M77	803 832 832 740 0 ?	803 832 832 740 0 ?	
M77-6219		unknown	M77	Y	M77	861 2 32 220 240 100	861 2 32 220 240 100	
M77-6221		unknown	M77	Y	M77	? 60 32 220	? 60 32 220	
M77-6229		unknown	M77	Y	M77	4 690 298 2 840 32 740	4 690 298 2 840 32 740	
M77-6232		unknown	M77	Y	M77	388 527	388 527	
M77-6233		unknown	M77	Y	M77	220 803 32 220 140 844 390 ?	220 803 32 220 140 844 390 ?	
M77-6234		unknown	M77	Y	M77	31 705 167	31 705 167	
M77-6235		unknown	M77	Y	M77	405 740	405 740	
M77-6303		unknown	M77	Y	M77	540	540	
M77-6305		unknown	M77	Y	M77	55 740 0 ?	55 740 0 ?	
M77-6306		unknown	M77	Y	M77	16 220 776 825 ? 5 347 390 0 ? 900 31 235 240 840 32 740	16 220 776 825 ? 5 347 390 0 ? 900 31 235 240 840 32 740	
M77-6402		unknown	M77	Y	M77	388 33 812 125 350 0 298 2 0 127 861	388 33 812 125 350 0 298 2 0 127 861	
M77-6403		unknown	M77	Y	M77	32 632 840 298 2 0 32 384 740 ?	32 632 840 298 2 0 32 384 740 ?	
M77-6405		unknown	M77	Y	M77	255 413	255 413	
M77-7002		Lothal	M77	Y	M77	4 156	4 156	
M77-7004		Lothal	M77	Y	M77	554 527	554 527	
M77-7005		Lothal	M77	Y	M77	861 368 2 61 390	861 368 2 61 390	
M77-7006		Lothal	M77	Y	M77	? 844 405	? 844 405	
M77-7007		Lothal	M77	Y	M77	? 845 405	? 845 405	
M77-7008		Lothal	M77	Y	M77	861 2 803	861 2 803	
M77-7009		Lothal	M77	Y	M77	503 460 240 233 705 33 520	503 460 240 233 705 33 520	
M77-7016		Lothal	M77	Y	M77	585 585	585 585	
M77-7017		Lothal	M77	Y	M77	920 ? 615 ? 1 5 405	920 ? 615 ? 1 5 405	
M77-7019		Lothal	M77	Y	M77	904 140	904 140	
M77-7022		Lothal	M77	Y	M77	235 555 527	235 555 527	
M77-7023		Lothal	M77	Y	M77	692 60 176 740 400	692 60 176 740 400	
M77-7025		Lothal	M77	Y	M77	390 741 32 226 0 71 ?	390 741 32 226 0 71 ?	
M77-7026		Lothal	M77	Y	M77	861 2 ? 255 435 705 590	861 2 ? 255 435 705 590	
M77-7027		Lothal	M77	Y	M77	611 820	611 820	
M77-7028		Lothal	M77	Y	M77	632 741 233 236 440 ?	632 741 233 236 440 ?	
M77-7030		Lothal	M77	Y	M77	760 740	760 740	
M77-7031		Lothal	M77	Y	M77	347 390 60 233 550 527 1 350	347 390 60 233 550 527 1 350	
M77-7032		Lothal	M77	Y	M77	140 405 60 3 426	140 405 60 3 426	
M77-7034		Lothal	M77	Y	M77	104 890 ? 405	104 890 ? 405	
M77-7036		Lothal	M77	Y	M77	140 16 390	140 16 390	
M77-7038		Lothal	M77	Y	M77	820 2 32 220 ?	820 2 32 220 ?	
M77-7040		Lothal	M77	Y	M77	5 156	5 156	
M77-7042		Lothal	M77	Y	M77	880 2 175 760 740	880 2 175 760 740	
M77-7044		Lothal	M77	Y	M77	416 ? 692 455 2 0 ? 760 740	416 ? 692 455 2 0 ? 760 740	
M77-7046		Lothal	M77	Y	M77	790 100 740	790 100 740	
M77-7048		Lothal	M77	Y	M77	13 0 ? 0 171 0 220 0 519 315 32 220 904 740	13 0 ? 0 171 0 220 0 519 315 32 220 904 740	
M77-7050		Lothal	M77	Y	M77	740 90	740 90	
M77-7053		Lothal	M77	Y	M77	240 100 151	240 100 151	
M77-7054		Lothal	M77	Y	M77	861 2 3	861 2 3	
M77-7055		Lothal	M77	Y	M77	235 233 740 564	235 233 740 564	
M77-7057		Lothal	M77	Y	M77	235 233 555 527	235 233 555 527	
M77-7063		Lothal	M77	Y	M77	374 742 3 405	374 742 3 405	
M77-7064		Lothal	M77	Y	M77	820 595 1 ?	820 595 1 ?	
M77-7065		Lothal	M77	Y	M77	368 55 55 705 575	368 55 55 705 575	
M77-7070		Lothal	M77	Y	M77	176 235	176 235	
M77-7072		Lothal	M77	Y	M77	? 405	? 405	
M77-7073		Lothal	M77	Y	M77	2 111	2 111	
M77-7074		Lothal	M77	Y	M77	? 798 2 190 527	? 798 2 190 527	
M77-7075		Lothal	M77	Y	M77	790 790	790 790	
M77-7076		Lothal	M77	Y	M77	233 740 255 90	233 740 255 90	
M77-7077		Lothal	M77	Y	M77	503 615 740 90	503 615 740 90	
M77-7078		Lothal	M77	Y	M77	495 4 390	495 4 390	
M77-7081		Lothal	M77	Y	M77	? 405 368 60 ? 3 426	? 405 368 60 ? 3 426	
M77-7082		Lothal	M77	Y	M77	? ? 415 220 520	? ? 415 220 520	
M77-7085		Lothal	M77	Y	M77	384 717 705 540	384 717 705 540	
M77-7086		Lothal	M77	Y	M77	? 175 2 ? 416	? 175 2 ? 416	
M77-7088		Lothal	M77	Y	M77	861 2 231 773 740	861 2 231 773 740	
M77-7089		Lothal	M77	Y	M77	35 130 2 354 460 798 740	35 130 2 354 460 798 740	
M77-7090		Lothal	M77	Y	M77	861 2 235 555 527	861 2 235 555 527	
M77-7092		Lothal	M77	Y	M77	806 798	806 798	
M77-7093		Lothal	M77	Y	M77	215 740	215 740	
M77-7094		Lothal	M77	Y	M77	605 760 740 ? 71	605 760 740 ? 71	
M77-7095		Lothal	M77	Y	M77	861 2 832	861 2 832	
M77-7098		Lothal	M77	Y	M77	560	560	
M77-7099		Lothal	M77	Y	M77	575 31 60 0 575 31 60	575 31 60 0 575 31 60	
M77-7100		unknown	M77	Y	M77	912 740	912 740	
M77-7103		unknown	M77	Y	M77	861 2 240	861 2 240	
M77-7104		unknown	M77	Y	M77	17 740	17 740	
M77-7105		unknown	M77	Y	M77	806 231 2 900 220	806 231 2 900 220	
M77-7111		unknown	M77	Y	M77	877 2 416	877 2 416	
M77-7112		unknown	M77	Y	M77	861 2 ?	861 2 ?	
M77-7201		Lothal	M77	Y	M77	405 405 405 90 0 904 740	405 405 405 90 0 904 740	
M77-7202		Lothal	M77	Y	M77	111 590 315	111 590 315	
M77-7203		Lothal	M77	Y	M77	861 2 ? 740	861 2 ? 740	
M77-7204		Lothal	M77	Y	M77	692 60 14 140 405	692 60 14 140 405	
M77-7205		Lothal	M77	Y	M77	861 2 ? 740	861 2 ? 740	
M77-7206		Lothal	M77	Y	M77	861 2 ? 740	861 2 ? 740	
M77-7207		Lothal	M77	Y	M77	920 840 368 2 235	920 840 368 2 235	
M77-7209		Lothal	M77	Y	M77	?	?	
M77-7211		Lothal	M77	Y	M77	605 760 740	605 760 740	
M77-7212		Lothal	M77	Y	M77	500 741 ? 55 220	500 741 ? 55 220	
M77-7213		Lothal	M77	Y	M77	236	236	
M77-7214		Lothal	M77	Y	M77	861 2 70 520	861 2 70 520	
M77-7215		Lothal	M77	Y	M77	705 500 741 ? 55 0 880 2 32 590 390 740	705 500 741 ? 55 0 880 2 32 590 390 740	
M77-7216		Lothal	M77	Y	M77	2 605 760 740	2 605 760 740	
M77-7217		Lothal	M77	Y	M77	605 760 740 0 861 2 0 220 740 90 0 880 2	605 760 740 0 861 2 0 220 740 90 0 880 2	
M77-7218		Lothal	M77	Y	M77	33 752 740 0 2 803 798 740	33 752 740 0 2 803 798 740	
M77-7219		Lothal	M77	Y	M77	615 615 2 240 0 315 920 2	615 615 2 240 0 315 920 2	
M77-7220		Lothal	M77	Y	M77	615 615 2 240 233 220 520	615 615 2 240 233 220 520	
M77-7221		Lothal	M77	Y	M77	500 741	500 741	
M77-7222		Lothal	M77	Y	M77	? 140	? 140	
M77-7223		Lothal	M77	Y	M77	880 2 32 590 390	880 2 32 590 390	
M77-7225		Lothal	M77	Y	M77	615 615 2	615 615 2	
M77-7227		Lothal	M77	Y	M77	705 500 0 388 741 269	705 500 0 388 741 269	
M77-7228		Lothal	M77	Y	M77	861 2 ? 740	861 2 ? 740	
M77-7229		Lothal	M77	Y	M77	861 2	861 2	
M77-7230		Lothal	M77	Y	M77	861 2 ? 740	861 2 ? 740	
M77-7231		Lothal	M77	Y	M77	861 2 ? 740	861 2 ? 740	
M77-7232		Lothal	M77	Y	M77	861 2 ? 740	861 2 ? 740	
M77-7233		Lothal	M77	Y	M77	861 2 ? 740	861 2 ? 740	
M77-7234		Lothal	M77	Y	M77	861 2 ? 740	861 2 ? 740	
M77-7235		Lothal	M77	Y	M77	861 2 ?	861 2 ?	
M77-7236		Lothal	M77	Y	M77	705 500 741 ? 55 220 740 90 0 315 920 2 0 880 2	705 500 741 ? 55 220 740 90 0 315 920 2 0 880 2	
M77-7237		Lothal	M77	Y	M77	705 500 0 32 590	705 500 0 32 590	
M77-7238		Lothal	M77	Y	M77	700 ? 615 615	700 ? 615 615	
M77-7240		Lothal	M77	Y	M77	? 140 100 740	? 140 100 740	
M77-7241		Lothal	M77	Y	M77	705 500 741 ? 55 220	705 500 741 ? 55 220	
M77-7245		Lothal	M77	Y	M77	861 2	861 2	
M77-7246		Lothal	M77	Y	M77	240 233 520	240 233 520	
M77-7247		Lothal	M77	Y	M77	692 60 240 233 520 0 615 615 2 240	692 60 240 233 520 0 615 615 2 240	
M77-7248		Lothal	M77	Y	M77	880 2 32 590 390 0 861 2	880 2 32 590 390 0 861 2	
M77-7249		Lothal	M77	Y	M77	705 500 741 ? 55 220 740 90 0 861 2 236	705 500 741 ? 55 220 740 90 0 861 2 236	
M77-7251		Lothal	M77	Y	M77	315 920 2 0 861 2 236	315 920 2 0 861 2 236	
M77-7252		Lothal	M77	Y	M77	615 615 2 240 233 220 520	615 615 2 240 233 220 520	
M77-7253		Lothal	M77	Y	M77	705 500 741 ? 55 220 740 90 0 125 0 880 2	705 500 741 ? 55 220 740 90 0 125 0 880 2	
M77-7257		Lothal	M77	Y	M77	820 2 70 520	820 2 70 520	
M77-7258		Lothal	M77	Y	M77	315 920 2 605 760 740 0 705 500 741 ? 55	315 920 2 605 760 740 0 705 500 741 ? 55	
M77-7259		Lothal	M77	Y	M77	235 231	235 231	
M77-7260		Lothal	M77	Y	M77	741 ? 269	741 ? 269	
M77-7261		Lothal	M77	Y	M77	140 269 2 55 798 740	140 269 2 55 798 740	
M77-7262		Lothal	M77	Y	M77	2 104 590 0 2 104 590	2 104 590 0 2 104 590	
M77-7263		Lothal	M77	Y	M77	240 0 692 60 240	240 0 692 60 240	
M77-7266		Lothal	M77	Y	M77	705 125	705 125	
M77-7267		Lothal	M77	Y	M77	233 590 405 740 0 861 2 236	233 590 405 740 0 861 2 236	
M77-7268		Lothal	M77	Y	M77	880 2	880 2	
M77-7270		Lothal	M77	Y	M77	820 60 235	820 60 235	
M77-7271		Lothal	M77	Y	M77	806	806	
M77-7272		Lothal	M77	Y	M77	798 740	798 740	
M77-7273		Lothal	M77	Y	M77	415 226	415 226	
M77-7274		Lothal	M77	Y	M77	220 125 705 320	220 125 705 320	
M77-7275		Lothal	M77	Y	M77	575 595	575 595	
M77-7277		Lothal	M77	Y	M77	368 2 231 100 740 0 2 220 220 388 740 0 741 240 335 760 740	368 2 231 100 740 0 2 220 220 388 740 0 741 240 335 760 740	
M77-7278		Lothal	M77	Y	M77	861 2 31 ?	861 2 31 ?	
M77-7279		Lothal	M77	Y	M77	705 33 520	705 33 520	
M77-7280		Lothal	M77	Y	M77	590 700 31 ? 740	590 700 31 ? 740	
M77-7281		Lothal	M77	Y	M77	820 482 740	820 482 740	
M77-7283		Lothal	M77	Y	M77	920 60 741 235 255 435 690 0 920 60 741	920 60 741 235 255 435 690 0 920 60 741	
M77-7301		unknown	M77	Y	M77	500 405 483 760	500 405 483 760	
M77-8001		Kalibangan	M77	Y	M77	690 740	690 740	
M77-8002		Kalibangan	M77	Y	M77	906 55	906 55	
M77-8007		Kalibangan	M77	Y	M77	350 717 740	350 717 740	
M77-8011		Kalibangan	M77	Y	M77	590 390 0 368	590 390 0 368	
M77-8012		Kalibangan	M77	Y	M77	632 703 741 0 861 ?	632 703 741 0 861 ?	
M77-8013		Kalibangan	M77	Y	M77	? 151	? 151	
M77-8015		Kalibangan	M77	Y	M77	16 400 0 ? 832	16 400 0 ? 832	
M77-8016		Kalibangan	M77	Y	M77	892 31 2 ? ?	892 31 2 ? ?	
M77-8018		Kalibangan	M77	Y	M77	? 2	? 2	
M77-8019		Kalibangan	M77	Y	M77	2 17 585 740	2 17 585 740	
M77-8020		Kalibangan	M77	Y	M77	550 820 861 368 0 717 740 621	550 820 861 368 0 717 740 621	
M77-8022		Kalibangan	M77	Y	M77	861 2	861 2	
M77-8025		Kalibangan	M77	Y	M77	861 2 ?	861 2 ?	
M77-8026		Kalibangan	M77	Y	M77	920 60 741 ? 140 269 33 33	920 60 741 ? 140 269 33 33	
M77-8030		Kalibangan	M77	Y	M77	740 90	740 90	
M77-8031		Kalibangan	M77	Y	M77	4 390	4 390	
M77-8033		Kalibangan	M77	Y	M77	415 2 ?	415 2 ?	
M77-8035		Kalibangan	M77	Y	M77	17 740 90	17 740 90	
M77-8036		Kalibangan	M77	Y	M77	?	?	
M77-8038		Kalibangan	M77	Y	M77	495 287 2 335 741 ? 440	495 287 2 335 741 ? 440	
M77-8039		Kalibangan	M77	Y	M77	742 ? 742 13 840 760 740	742 ? 742 13 840 760 740	
M77-8040		Kalibangan	M77	Y	M77	140 460 2 ? 298	140 460 2 ? 298	
M77-8041		Kalibangan	M77	Y	M77	3 220 740 151	3 220 740 151	
M77-8042		Kalibangan	M77	Y	M77	220	220	
M77-8043		Kalibangan	M77	Y	M77	741 ? 455 220 1 806 176 140 740	741 ? 455 220 1 806 176 140 740	
M77-8045		Kalibangan	M77	Y	M77	298 2 176 336 740	298 2 176 336 740	
M77-8052		Kalibangan	M77	Y	M77	220	220	
M77-8053		Kalibangan	M77	Y	M77	220	220	
M77-8054		Kalibangan	M77	Y	M77	278 440 741 ?	278 440 741 ?	
M77-8056		Kalibangan	M77	Y	M77	335 220 785 895 350 540 740 400 0 900 ? ? 900 ?	335 220 785 895 350 540 740 400 0 900 ? ? 900 ?	
M77-8058		Kalibangan	M77	Y	M77	5 405	5 405	
M77-8059		Kalibangan	M77	Y	M77	33 97 390	33 97 390	
M77-8060		Kalibangan	M77	Y	M77	298 2 350 460	298 2 350 460	
M77-8101		unknown	M77	Y	M77	832 360 2 362 740 90 0 820 2 220 705 33 520 0 390 595 2 350 31 0 111 495 705	832 360 2 362 740 90 0 820 2 220 705 33 520 0 390 595 2 350 31 0 111 495 705	
M77-8102		unknown	M77	Y	M77	388 520	388 520	
M77-8103		unknown	M77	Y	M77	632 400	632 400	
M77-8105		unknown	M77	Y	M77	798 32 717 415 100 740	798 32 717 415 100 740	
M77-8106		unknown	M77	Y	M77	861 2 4 405	861 2 4 405	
M77-8108		unknown	M77	Y	M77	90 90 55 55 2 ? 890 892	90 90 55 55 2 ? 890 892	
M77-8109		unknown	M77	Y	M77	90 90 55 55 2 ? 890 892	90 90 55 55 2 ? 890 892	
M77-8110		unknown	M77	Y	M77	90 90 55 55 2 ? 890 892	90 90 55 55 2 ? 890 892	
M77-8111		unknown	M77	Y	M77	90 90 55 55 2 ? 890 892	90 90 55 55 2 ? 890 892	
M77-8112		unknown	M77	Y	M77	90 90 55 55 2 ? 890 892	90 90 55 55 2 ? 890 892	
M77-8113		unknown	M77	Y	M77	90 90 55 55 2 ? 890 892	90 90 55 55 2 ? 890 892	
M77-8114		unknown	M77	Y	M77	550 32 798	550 32 798	
M77-8115		unknown	M77	Y	M77	90 90 55 55 2 ? 890 892	90 90 55 55 2 ? 890 892	
M77-8116		unknown	M77	Y	M77	740 0 861 2 790 900 740	740 0 861 2 790 900 740	
M77-8117		unknown	M77	Y	M77	260 740 400 0 32 700	260 740 400 0 32 700	
M77-8119		unknown	M77	Y	M77	861 2 350 460 798 740 0 861 2 350 460 798 740 0 740	861 2 350 460 798 740 0 861 2 350 460 798 740 0 740	
M77-8120		unknown	M77	Y	M77	820 207 368 60 31 156	820 207 368 60 31 156	
M77-8121		unknown	M77	Y	M77	384 0 384	384 0 384	
M77-8201		unknown	M77	Y	M77	590 ? 740 400	590 ? 740 400	
M77-8202		unknown	M77	Y	M77	700 798 740	700 798 740	
M77-8204		unknown	M77	Y	M77	615 740	615 740	
M77-8206		unknown	M77	Y	M77	354 740	354 740	
M77-8207		unknown	M77	Y	M77	31 175	31 175	
M77-8208		unknown	M77	Y	M77	740 400	740 400	
M77-8209		unknown	M77	Y	M77	175	175	
M77-8210		unknown	M77	Y	M77	540 32 220	540 32 220	
M77-8211		unknown	M77	Y	M77	220	220	
M77-8212		unknown	M77	Y	M77	742 550	742 550	
M77-8213		unknown	M77	Y	M77	3 405	3 405	
M77-8214		unknown	M77	Y	M77	?	?	
M77-8215		unknown	M77	Y	M77	55 740 400	55 740 400	
M77-8216		unknown	M77	Y	M77	740	740	
M77-8217		unknown	M77	Y	M77	740 90	740 90	
M77-8218		unknown	M77	Y	M77	176 740	176 740	
M77-8219		unknown	M77	Y	M77	550 60 ? 235	550 60 ? 235	
M77-8220		unknown	M77	Y	M77	33 832 390	33 832 390	
M77-8221		unknown	M77	Y	M77	32 520 233 3	32 520 233 3	
M77-8301		unknown	M77	Y	M77	861 ? 0 5	861 ? 0 5	
M77-8302		unknown	M77	Y	M77	861 2 240 740 90 0 ?	861 2 240 740 90 0 ?	
M77-9022		unknown	M77	Y	M77	235 32 877 740 0 17 585 740 0 298	235 32 877 740 0 17 585 740 0 298	
M77-9031		unknown	M77	Y	M77	235	235	
M77-9041		unknown	M77	Y	M77	140 920 590 ?	140 920 590 ?	
M77-9042		unknown	M77	Y	M77	683	683	
M77-9051		unknown	M77	Y	M77	33 111 31 850 741 32 220	33 111 31 850 741 32 220	
M77-9061		unknown	M77	Y	M77	17 405	17 405	
M77-9062		unknown	M77	Y	M77	17 405	17 405	
M77-9063		unknown	M77	Y	M77	17 405	17 405	
M77-9073		unknown	M77	Y	M77	700 892 2 32 ?	700 892 2 32 ?	
M77-9084		unknown	M77	Y	M77	416 220	416 220	
M77-9085		unknown	M77	Y	M77	? 849	? 849	
M77-9092		unknown	M77	Y	M77	741 803 390 60 740 0 560	741 803 390 60 740 0 560	
M77-9093		unknown	M77	Y	M77	741 850	741 850	
M77-9094		unknown	M77	Y	M77	820	820	
M77-9095		unknown	M77	Y	M77	741	741	
M77-9101		unknown	M77	Y	M77	? 550 740 ? 220	? 550 740 ? 220	
M77-9102		unknown	M77	Y	M77	? ? 740	? ? 740	
M77-9103		unknown	M77	Y	M77	?	?	
M77-9104		unknown	M77	Y	M77	503 405 440	503 405 440	
M77-9111		unknown	M77	Y	M77	705 892 60 176 740 554 527	705 892 60 176 740 554 527	
M77-9201		unknown	M77	Y	M77	? 298 2 236	? 298 2 236	
M77-9202		unknown	M77	Y	M77	861 2	861 2	
M77-9203		unknown	M77	Y	M77	861 2	861 2	
M77-9204		unknown	M77	Y	M77	7 0 390	7 0 390	
M77-9211		unknown	M77	Y	M77	900 484 380 900 156 400 90 906	900 484 380 900 156 400 90 906	
M77-9221		unknown	M77	Y	M77	350 298 374	350 298 374	
M77-9701		unknown	M77	Y	M77	705 33 347 520 467 803 0 798 231 550 527 0 55 255 435 690	705 33 347 520 467 803 0 798 231 550 527 0 55 255 435 690	
M77-9801		unknown	M77	Y	M77	416 150 1 55 ? 1 924 207	416 150 1 55 ? 1 924 207	
M77-9821		unknown	M77	Y	M77	240 632 740	240 632 740	
M77-9832		unknown	M77	Y	M77	527 228 924 343 93	527 228 924 343 93	
M77-9833		unknown	M77	Y	M77	90 ? 1	90 ? 1	
M77-9834		unknown	M77	Y	M77	243	243	
M77-9842		unknown	M77	Y	M77	350 151 320	350 151 320	
M77-9845		unknown	M77	Y	M77	350 90 220 255 0 ?	350 90 220 255 0 ?	
M77-9846		unknown	M77	Y	M77	415 803 1 717 ?	415 803 1 717 ?	
M77-9851		unknown	M77	Y	M77	388 443 390 176 156	388 443 390 176 156	
M77-9852		unknown	M77	Y	M77	255 13 745 892 740	255 13 745 892 740	
M77-9902		unknown	M77	Y	M77	235 90 90 615 615	235 90 90 615 615	
M77-9903		unknown	M77	Y	M77	347 3 220 ? 904 480 33	347 3 220 ? 904 480 33	
M77-9904		unknown	M77	Y	M77	? 384 ? ? ?	? 384 ? ? ?	
M77-9905		unknown	M77	Y	M77	220 220 ?	220 220 ?	
