sealid	cisi	site	type	complete	direction	signs_visual	signs_reading	motif
M77-3390		Mohenjo-daro	M77	Y	M77	705 33 923 740 ?	705 33 923 740 ?	
M77-3391		Mohenjo-daro	M77	Y	M77	32 70 405	32 70 405	
M77-3393		Mohenjo-daro	M77	Y	M77	745 717 347 595 1 142 615 615	745 717 347 595 1 142 615 615	
M77-3395		Mohenjo-daro	M77	Y	M77	806 233 384 740	806 233 384 740	
M77-3398		Mohenjo-daro	M77	Y	M77	343 0 503 615 740	343 0 503 615 740	
M77-3401		unknown	M77	Y	M77	745 717 347 595 1 142 615 615	745 717 347 595 1 142 615 615	
M77-3405		unknown	M77	Y	M77	806 233 384 740	806 233 384 740	
M77-3406		unknown	M77	Y	M77	845 61 405 900 740	845 61 405 900 740	
M77-3407		unknown	M77	Y	M77	745 717 347	745 717 347	
M77-3410		unknown	M77	Y	M77	806	806	
M77-3413		unknown	M77	Y	M77	717 347 595 1 142 615 615	717 347 595 1 142 615 615	
M77-3414		unknown	M77	Y	M77	? 0 806 845 61 405 790 900 740	? 0 806 845 61 405 790 900 740	
M77-3415		unknown	M77	Y	M77	861 368 1 142 615 615 0 235 233 222 740	861 368 1 142 615 615 0 235 233 222 740	
M77-3501		unknown	M77	Y	M77	803 482 740	803 482 740	
M77-3503		unknown	M77	Y	M77	467 806	467 806	
M77-3504		unknown	M77	Y	M77	519 550 740	519 550 740	
M77-3505		unknown	M77	Y	M77	550 861 55 32 760 740 400	550 861 55 32 760 740 400	
M77-3506		unknown	M77	Y	M77	550 840 760	550 840 760	
M77-3507		unknown	M77	Y	M77	840 742 ?	840 742 ?	
M77-3508		unknown	M77	Y	M77	235 803	235 803	
M77-3509		unknown	M77	Y	M77	55 760	55 760	
M77-3510		unknown	M77	Y	M77	632 845	632 845	
M77-3511		unknown	M77	Y	M77	? 844	? 844	
M77-3512		unknown	M77	Y	M77	? 250 264 360	? 250 264 360	
M77-3513		unknown	M77	Y	M77	840	840	
M77-4001		Harappa	M77	Y	M77	921 690 ? 705 33 590 405 740 ? 354	921 690 ? 705 33 590 405 740 ? 354	
M77-4003		Harappa	M77	Y	M77	380 380 125 18 595 595 298 820	380 380 125 18 595 595 298 820	
M77-4006		Harappa	M77	Y	M77	850 776 32 ? 890 315	850 776 32 ? 890 315	
M77-4007		Harappa	M77	Y	M77	692	692	
M77-4011		Harappa	M77	Y	M77	861 2	861 2	
M77-4015		Harappa	M77	Y	M77	803 415 220 705 33 520	803 415 220 705 33 520	
M77-4017		Harappa	M77	Y	M77	32 877 740 ? 467 806 156	32 877 740 ? 467 806 156	
M77-4021		Harappa	M77	Y	M77	861 2 705 33 17 585 740	861 2 705 33 17 585 740	
M77-4024		Harappa	M77	Y	M77	243 298 820 595	243 298 820 595	
M77-4027		Harappa	M77	Y	M77	806 415 220 904 832	806 415 220 904 832	
M77-4032		Harappa	M77	Y	M77	?	?	
M77-4037		Harappa	M77	Y	M77	904 450 2 384 740 90	904 450 2 384 740 90	
M77-4038		Harappa	M77	Y	M77	204 125	204 125	
M77-4039		Harappa	M77	Y	M77	405	405	
M77-4040		Harappa	M77	Y	M77	632 705 420 595	632 705 420 595	
M77-4042		Harappa	M77	Y	M77	632 140 595	632 140 595	
M77-4045		Harappa	M77	Y	M77	850 354 632 595 2 220 ?	850 354 632 595 2 220 ?	
M77-4046		Harappa	M77	Y	M77	220 500 520 ? ? 32	220 500 520 ? ? 32	
M77-4047		Harappa	M77	Y	M77	? 405 176 100 740	? 405 176 100 740	
M77-4051		Harappa	M77	Y	M77	2 705 255 740	2 705 255 740	
M77-4053		Harappa	M77	Y	M77	861 2 220	861 2 220	
M77-4054		Harappa	M77	Y	M77	31 61	31 61	
M77-4059		Harappa	M77	Y	M77	243 151	243 151	
M77-4060		Harappa	M77	Y	M77	861 2 231 233 798	861 2 231 233 798	
M77-4061		Harappa	M77	Y	M77	503 17 740 240	503 17 740 240	
M77-4067		Harappa	M77	Y	M77	350 298 2 ? ? 740	350 298 2 ? ? 740	
M77-4074		Harappa	M77	Y	M77	484 336 740	484 336 740	
M77-4075		Harappa	M77	Y	M77	861 2 32 70 590 390 740 0 861 2 32 70 590 390 740	861 2 32 70 590 390 740 0 861 2 32 70 590 390 740	
M77-4077		Harappa	M77	Y	M77	32 71 405	32 71 405	
M77-4083		Harappa	M77	Y	M77	832 861 2 705 33 520	832 861 2 705 33 520	
M77-4086		Harappa	M77	Y	M77	? 161	? 161	
M77-4089		Harappa	M77	Y	M77	?	?	
M77-4094		Harappa	M77	Y	M77	? 32 740	? 32 740	
M77-4095		Harappa	M77	Y	M77	32 220 32 877	32 220 32 877	
M77-4096		Harappa	M77	Y	M77	545 585 861	545 585 861	
M77-4098		Harappa	M77	Y	M77	90 741 240	90 741 240	
M77-4100		Harappa	M77	Y	M77	32 590 798 2 176	32 590 798 2 176	
M77-4101		Harappa	M77	Y	M77	861 2 220 231 923 740	861 2 220 231 923 740	
M77-4102		Harappa	M77	Y	M77	2 717 100 740	2 717 100 740	
M77-4103		Harappa	M77	Y	M77	? 374 368 2 240 415 100 740	? 374 368 2 240 415 100 740	
M77-4105		Harappa	M77	Y	M77	235 231 752 740 467 806 156	235 231 752 740 467 806 156	
M77-4106		Harappa	M77	Y	M77	55 55 415 60 240 773 740	55 55 415 60 240 773 740	
M77-4107		Harappa	M77	Y	M77	125 872 2 4 405	125 872 2 4 405	
M77-4108		Harappa	M77	Y	M77	2 32 904 740	2 32 904 740	
M77-4109		Harappa	M77	Y	M77	315 741 125 590 405 740	315 741 125 590 405 740	
M77-4111		Harappa	M77	Y	M77	741 231 233 590 390 740	741 231 233 590 390 740	
M77-4113		Harappa	M77	Y	M77	? 745 233 798 740	? 745 233 798 740	
M77-4115		Harappa	M77	Y	M77	31 ?	31 ?	
M77-4121		Harappa	M77	Y	M77	31 220 440 590	31 220 440 590	
M77-4122		Harappa	M77	Y	M77	495 3 390	495 3 390	
M77-4123		Harappa	M77	Y	M77	? 2 495 615 740 0 615 892 892 590 892 740	? 2 495 615 740 0 615 892 892 590 892 740	
M77-4124		Harappa	M77	Y	M77	? 740	? 740	
M77-4127		Harappa	M77	Y	M77	?	?	
M77-4131		Harappa	M77	Y	M77	125 405 741 590 405 740	125 405 741 590 405 740	
M77-4136		Harappa	M77	Y	M77	504 151	504 151	
M77-4144		Harappa	M77	Y	M77	97 151	97 151	
M77-4150		Harappa	M77	Y	M77	440 440 740	440 440 740	
M77-4153		Harappa	M77	Y	M77	510 460 2 235 240	510 460 2 235 240	
M77-4154		Harappa	M77	Y	M77	861 2 233	861 2 233	
M77-4158		Harappa	M77	Y	M77	762	762	
M77-4159		Harappa	M77	Y	M77	820 2 32	820 2 32	
M77-4160		Harappa	M77	Y	M77	4 405	4 405	
M77-4163		Harappa	M77	Y	M77	527 ? 825 111	527 ? 825 111	
M77-4165		Harappa	M77	Y	M77	? 390	? 390	
M77-4167		Harappa	M77	Y	M77	32 740	32 740	
M77-4169		Harappa	M77	Y	M77	904 832	904 832	
M77-4170		Harappa	M77	Y	M77	690 740	690 740	
M77-4176		Harappa	M77	Y	M77	820 2 240	820 2 240	
M77-4177		Harappa	M77	Y	M77	97 151	97 151	
M77-4178		Harappa	M77	Y	M77	690 255	690 255	
M77-4180		Harappa	M77	Y	M77	416 2	416 2	
M77-4181		Harappa	M77	Y	M77	? 740	? 740	
M77-4183		Harappa	M77	Y	M77	861	861	
M77-4185		Harappa	M77	Y	M77	645 632	645 632	
M77-4186		Harappa	M77	Y	M77	2 921	2 921	
M77-4189		Harappa	M77	Y	M77	233 503 17 740	233 503 17 740	
M77-4197		Harappa	M77	Y	M77	156	156	
M77-4198		Harappa	M77	Y	M77	798 740	798 740	
M77-4204		Harappa	M77	Y	M77	32 632 615 615 0 621	32 632 615 615 0 621	
M77-4206		Harappa	M77	Y	M77	3	3	
M77-4207		Harappa	M77	Y	M77	745	745	
M77-4208		Harappa	M77	Y	M77	921	921	
M77-4212		Harappa	M77	Y	M77	861	861	
M77-4217		Harappa	M77	Y	M77	90 90	90 90	
M77-4220		Harappa	M77	Y	M77	595 ? 820	595 ? 820	
M77-4222		Harappa	M77	Y	M77	575 405 745 0 575 405	575 405 745 0 575 405	
M77-4224		Harappa	M77	Y	M77	31 480 ? 740 0 1 550	31 480 ? 740 0 1 550	
M77-4225		Harappa	M77	Y	M77	233 140	233 140	
M77-4227		Harappa	M77	Y	M77	440 194 278 368 521	440 194 278 368 521	
M77-4228		Harappa	M77	Y	M77	741 ? 269 400	741 ? 269 400	
M77-4236		Harappa	M77	Y	M77	692	692	
M77-4243		Harappa	M77	Y	M77	60 4 ? 740	60 4 ? 740	
M77-4244		Harappa	M77	Y	M77	31 575 2 806	31 575 2 806	
M77-4246		Harappa	M77	Y	M77	?	?	
M77-4250		Harappa	M77	Y	M77	220 2 240 235 760 740	220 2 240 235 760 740	
M77-4251		Harappa	M77	Y	M77	905 705 798 0 ? ? ? 65	905 705 798 0 ? ? ? 65	
M77-4259		Harappa	M77	Y	M77	233	233	
M77-4263		Harappa	M77	Y	M77	741 32 220 240 840 32 740	741 32 220 240 840 32 740	
M77-4271		Harappa	M77	Y	M77	190 794 575 595 2 55 705 33 240 233 840 32 740	190 794 575 595 2 55 705 33 240 233 840 32 740	
M77-4273		Harappa	M77	Y	M77	705 717 388 156	705 717 388 156	
M77-4275		Harappa	M77	Y	M77	820 2 235 632 794 705 33 61 405	820 2 235 632 794 705 33 61 405	
M77-4276		Harappa	M77	Y	M77	467 806 156 400 0 17 368	467 806 156 400 0 17 368	
M77-4277		Harappa	M77	Y	M77	220	220	
M77-4280		Harappa	M77	Y	M77	190 892 ?	190 892 ?	
M77-4282		Harappa	M77	Y	M77	861 2 ? 467 806 156	861 2 ? 467 806 156	
M77-4283		Harappa	M77	Y	M77	920 920 920 740 ?	920 920 920 740 ?	
M77-4284		Harappa	M77	Y	M77	503 615 156	503 615 156	
M77-4287		Harappa	M77	Y	M77	235 231 61 405	235 231 61 405	
M77-4288		Harappa	M77	Y	M77	235 705 33 585 405	235 705 33 585 405	
M77-4290		Harappa	M77	Y	M77	207 156	207 156	
M77-4291		Harappa	M77	Y	M77	140 705 632	140 705 632	
M77-4293		Harappa	M77	Y	M77	861 2 900	861 2 900	
M77-4294		Harappa	M77	Y	M77	510 165 350 298	510 165 350 298	
M77-4295		Harappa	M77	Y	M77	861 2	861 2	
M77-4297		Harappa	M77	Y	M77	590 405 740 ? 467 806 156	590 405 740 ? 467 806 156	
M77-4299		Harappa	M77	Y	M77	456	456	
M77-4300		Harappa	M77	Y	M77	315	315	
M77-4301		Harappa	M77	Y	M77	820	820	
M77-4303		Harappa	M77	Y	M77	820 820 740	820 820 740	
M77-4304		Harappa	M77	Y	M77	368 ? 741 590 390 151 0 368 ? 741 590 390 151	368 ? 741 590 390 151 0 368 ? 741 590 390 151	
M77-4305		Harappa	M77	Y	M77	742 0 742 0 742	742 0 742 0 742	
M77-4306		Harappa	M77	Y	M77	840 32 740 0 840 32 740	840 32 740 0 840 32 740	
M77-4309		Harappa	M77	Y	M77	70 740 590 0 705 167 0 32 71 700 700	70 740 590 0 705 167 0 32 71 700 700	
M77-4311		Harappa	M77	Y	M77	?	?	
M77-4314		Harappa	M77	Y	M77	861 2 240 904 740 0 32 700	861 2 240 904 740 0 32 700	
M77-4316		Harappa	M77	Y	M77	861 2 31 705 151 33 700	861 2 31 705 151 33 700	
M77-4317		Harappa	M77	Y	M77	692 861 390 740 400	692 861 390 740 400	
M77-4321		Harappa	M77	Y	M77	240 482 760 740 0 745 700	240 482 760 740 0 745 700	
M77-4322		Harappa	M77	Y	M77	? 904 156 400	? 904 156 400	
M77-4323		Harappa	M77	Y	M77	467 806 156	467 806 156	
M77-4324		Harappa	M77	Y	M77	220 220 70 520 0 32 700	220 220 70 520 0 32 700	
M77-4329		Harappa	M77	Y	M77	840 904 156	840 904 156	
M77-4330		Harappa	M77	Y	M77	892 202 400	892 202 400	
M77-4333		Harappa	M77	Y	M77	798	798	
M77-4334		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 405 740	806 415 220 320 920 255 435 690 590 405 740	
M77-4335		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 405 740	806 415 220 320 920 255 435 690 590 405 740	
M77-4336		Harappa	M77	Y	M77	806 415 220 320 920 255 435 690 590 405 740	806 415 220 320 920 255 435 690 590 405 740	
M77-4342		Harappa	M77	Y	M77	235 100 740 400 0 32 700	235 100 740 400 0 32 700	
M77-4343		Harappa	M77	Y	M77	861 2 240 482 740 0 235 220 176 740	861 2 240 482 740 0 235 220 176 740	
M77-4344		Harappa	M77	Y	M77	849 741 ? 740 0 413 575 335 717 33 700	849 741 ? 740 0 413 575 335 717 33 700	
M77-4345		Harappa	M77	Y	M77	621 705 204 240 632 740 0 33 700	621 705 204 240 632 740 0 33 700	
M77-4346		Harappa	M77	Y	M77	692 60 240 632 740 0 ? 700	692 60 240 632 740 0 ? 700	
M77-4347		Harappa	M77	Y	M77	382 740 400 0 32 700	382 740 400 0 32 700	
M77-4348		Harappa	M77	Y	M77	55 255 435 690 740 400 0 32 700	55 255 435 690 740 400 0 32 700	
M77-4349		Harappa	M77	Y	M77	495 920 2 176 740 335 740 315 0 413 575 335 740 32 700	495 920 2 176 740 335 740 315 0 413 575 335 740 32 700	
M77-4350		Harappa	M77	Y	M77	720 ? 741 806 740 0 33 700	720 ? 741 806 740 0 33 700	
M77-4351		Harappa	M77	Y	M77	741 550 390 2 803 798 740 0 413 575 335 717 33 700	741 550 390 2 803 798 740 0 413 575 335 717 33 700	
M77-4352		Harappa	M77	Y	M77	798 415 220 740 400 0 33 700	798 415 220 740 400 0 33 700	
M77-4353		Harappa	M77	Y	M77	416 840 151 0 33 700	416 840 151 0 33 700	
M77-4354		Harappa	M77	Y	M77	798 240 233 320 0 31 700	798 240 233 320 0 31 700	
M77-4355		Harappa	M77	Y	M77	101 176 100 740 0 32 700	101 176 100 740 0 32 700	
M77-4356		Harappa	M77	Y	M77	16 220 520 400 0 705 861 717 33 700	16 220 520 400 0 705 861 717 33 700	
M77-4357		Harappa	M77	Y	M77	? 156 400 0 32 700	? 156 400 0 32 700	
M77-4358		Harappa	M77	Y	M77	803 235 233 705 33 740 400 0 32 700	803 235 233 705 33 740 400 0 32 700	
M77-4359		Harappa	M77	Y	M77	? 368 0 32 700	? 368 0 32 700	
M77-4360		Harappa	M77	Y	M77	233 550 527 0 32 700	233 550 527 0 32 700	
M77-4361		Harappa	M77	Y	M77	61 142 400 740 0 ? 700	61 142 400 740 0 ? 700	
M77-4362		Harappa	M77	Y	M77	455 740 400 0 240 233 520	455 740 400 0 240 233 520	
M77-4363		Harappa	M77	Y	M77	13 840 740 0 700 220	13 840 740 0 700 220	
M77-4364		Harappa	M77	Y	M77	? 0 32 700	? 0 32 700	
M77-4366		Harappa	M77	Y	M77	? 904	? 904	
M77-4368		Harappa	M77	Y	M77	? ? 176 740 400 0 32 700	? ? 176 740 400 0 32 700	
M77-4369		Harappa	M77	Y	M77	18 336 740 400 0 32 700	18 336 740 400 0 32 700	
M77-4370		Harappa	M77	Y	M77	820 2 554 527 0 32 700	820 2 554 527 0 32 700	
M77-4372		Harappa	M77	Y	M77	176 484 336 740 400 400 0 32 ?	176 484 336 740 400 400 0 32 ?	
M77-4373		Harappa	M77	Y	M77	240 233 740 804 400 0 33 700	240 233 740 804 400 0 33 700	
M77-4374		Harappa	M77	Y	M77	233 520 0 33 700	233 520 0 33 700	
M77-4375		Harappa	M77	Y	M77	861 2 255 615 740 0 33 700	861 2 255 615 740 0 33 700	
M77-4376		Harappa	M77	Y	M77	18 336 740 ? 0 33 700	18 336 740 ? 0 33 700	
M77-4378		Harappa	M77	Y	M77	? 400 0 32 700	? 400 0 32 700	
M77-4380		Harappa	M77	Y	M77	3 426 0 ?	3 426 0 ?	
M77-4381		Harappa	M77	Y	M77	176 175 0 32 700	176 175 0 32 700	
M77-4384		Harappa	M77	Y	M77	740 90 400 0 32	740 90 400 0 32	
M77-4386		Harappa	M77	Y	M77	90 90 500 741 0 3 390 0 33 700	90 90 500 741 0 3 390 0 33 700	
M77-4402		Harappa	M77	Y	M77	382 760 740 0 32 700	382 760 740 0 32 700	
M77-4403		Harappa	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-4404		Harappa	M77	Y	M77	920 60 741 176 156 0 32 700	920 60 741 176 156 0 32 700	
M77-4405		Harappa	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-4406		Harappa	M77	Y	M77	? 384 740 0 ? 700	? 384 740 0 ? 700	
M77-4407		Harappa	M77	Y	M77	? 400 0 32 700	? 400 0 32 700	
M77-4410		Harappa	M77	Y	M77	233 564 527 0 33 700	233 564 527 0 33 700	
M77-4411		Harappa	M77	Y	M77	220 0 605 760 740 400	220 0 605 760 740 400	
M77-4413		Harappa	M77	Y	M77	565	565	
M77-4414		Harappa	M77	Y	M77	? 400	? 400	
M77-4415		Harappa	M77	Y	M77	4 690 0 235 717 740 400	4 690 0 235 717 740 400	
M77-4416		Harappa	M77	Y	M77	820 60 0 ? 740	820 60 0 ? 740	
M77-4419		Harappa	M77	Y	M77	176 336 740 400 0 32 700	176 336 740 400 0 32 700	
M77-4420		Harappa	M77	Y	M77	13 840 32 632 0 32 700	13 840 32 632 0 32 700	
M77-4423		Harappa	M77	Y	M77	831 892 400	831 892 400	
M77-4424		Harappa	M77	Y	M77	4 390	4 390	
M77-4425		Harappa	M77	Y	M77	4 390	4 390	
M77-4426		Harappa	M77	Y	M77	4 390	4 390	
M77-4427		Harappa	M77	Y	M77	861 368 690 0 ? 840 32 740	861 368 690 0 ? 840 32 740	
M77-4428		Harappa	M77	Y	M77	233 520 0 ? 700	233 520 0 ? 700	
M77-4437		Harappa	M77	Y	M77	220 0 32 510 585	220 0 32 510 585	
M77-4438		Harappa	M77	Y	M77	220 0 350 400 520	220 0 350 400 520	
M77-4439		Harappa	M77	Y	M77	384 0 4 ? 740	384 0 4 ? 740	
M77-4440		Harappa	M77	Y	M77	235 32 904 740 400	235 32 904 740 400	
M77-4441		Harappa	M77	Y	M77	861 2	861 2	
M77-4443		Harappa	M77	Y	M77	861 2	861 2	
M77-4444		Harappa	M77	Y	M77	? 32 740 400 0 33 700	? 32 740 400 0 33 700	
M77-4445		Harappa	M77	Y	M77	240 632 690 740 0 33 700	240 632 690 740 0 33 700	
M77-4446		Harappa	M77	Y	M77	849 741 ? 740 0 413 575 335 717 32 700	849 741 ? 740 0 413 575 335 717 32 700	
M77-4447		Harappa	M77	Y	M77	590 705 ? 0 255 435 156 400	590 705 ? 0 255 435 156 400	
M77-4448		Harappa	M77	Y	M77	416 220 760 740 400 0 ? 700 220	416 220 760 740 400 0 ? 700 220	
M77-4449		Harappa	M77	Y	M77	413 892 877 0 171 ? 240 632 740	413 892 877 0 171 ? 240 632 740	
M77-4450		Harappa	M77	Y	M77	413 892 877 0 171 ? 240 632 740 400	413 892 877 0 171 ? 240 632 740 400	
M77-4451		Harappa	M77	Y	M77	176 336 740 400 0 ? 700	176 336 740 400 0 ? 700	
M77-4452		Harappa	M77	Y	M77	416 220 760 740 400 0 ? 220 700	416 220 760 740 400 0 ? 220 700	
M77-4454		Harappa	M77	Y	M77	861 368 690 0 495 776 740 400	861 368 690 0 495 776 740 400	
M77-4455		Harappa	M77	Y	M77	495 861 740 400 0 33 700	495 861 740 400 0 33 700	
M77-4456		Harappa	M77	Y	M77	? 32 740 400 0 33 700	? 32 740 400 0 33 700	
M77-4457		Harappa	M77	Y	M77	17 575 740 400 0 33 700	17 575 740 400 0 33 700	
M77-4458		Harappa	M77	Y	M77	415 220 520 0 ? 700	415 220 520 0 ? 700	
M77-4460		Harappa	M77	Y	M77	861 368 0 495 776	861 368 0 495 776	
M77-4461		Harappa	M77	Y	M77	? 156 400 0 32 700	? 156 400 0 32 700	
M77-4462		Harappa	M77	Y	M77	? 140 156 400 0 33 700	? 140 156 400 0 33 700	
M77-4463		Harappa	M77	Y	M77	710 455 220 2 0 33 700	710 455 220 2 0 33 700	
M77-4464		Harappa	M77	Y	M77	3 645 32 590 0 415 220 520	3 645 32 590 0 415 220 520	
M77-4465		Harappa	M77	Y	M77	413 892 877 0 923 740	413 892 877 0 923 740	
M77-4466		Harappa	M77	Y	M77	? 400	? 400	
M77-4468		Harappa	M77	Y	M77	362 ? 0 33 700	362 ? 0 33 700	
M77-4469		Harappa	M77	Y	M77	564 740 0 ? 700	564 740 0 ? 700	
M77-4470		Harappa	M77	Y	M77	416 861 2 0 ? 700	416 861 2 0 ? 700	
M77-4471		Harappa	M77	Y	M77	590 705 ? 0 240 231 520 400	590 705 ? 0 240 231 520 400	
M77-4472		Harappa	M77	Y	M77	? 690 0 ? 32 740 400	? 690 0 ? 32 740 400	
M77-4473		Harappa	M77	Y	M77	? 742 0 33 700	? 742 0 33 700	
M77-4474		Harappa	M77	Y	M77	861 33 0 31 520	861 33 0 31 520	
M77-4475		Harappa	M77	Y	M77	? 156 400 0 32 700	? 156 400 0 32 700	
M77-4476		Harappa	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-4477		Harappa	M77	Y	M77	13 840 32 740 0 861 368 690 33 700	13 840 32 740 0 861 368 690 33 700	
M77-4478		Harappa	M77	Y	M77	590 705 ? 0 255 435 156 400	590 705 ? 0 255 435 156 400	
M77-4479		Harappa	M77	Y	M77	240 151 0 32 700	240 151 0 32 700	
M77-4480		Harappa	M77	Y	M77	590 705 ? 0 255 435 156 400	590 705 ? 0 255 435 156 400	
M77-4481		Harappa	M77	Y	M77	? 690 0 ? 32 740 400	? 690 0 ? 32 740 400	
M77-4482		Harappa	M77	Y	M77	416 590 33 0 255 33	416 590 33 0 255 33	
M77-4483		Harappa	M77	Y	M77	171 35 415 0 33 700	171 35 415 0 33 700	
M77-4484		Harappa	M77	Y	M77	31 382 156 400 0 ? 700	31 382 156 400 0 ? 700	
M77-4485		Harappa	M77	Y	M77	240 760 740 0 861 368 690 ? 700	240 760 740 0 861 368 690 ? 700	
M77-4486		Harappa	M77	Y	M77	416 590 33 0 255 33	416 590 33 0 255 33	
M77-4487		Harappa	M77	Y	M77	240 632 740 400 0 125 700	240 632 740 400 0 125 700	
M77-4488		Harappa	M77	Y	M77	831 892 0 ? 877	831 892 0 ? 877	
M77-4489		Harappa	M77	Y	M77	240 151 400 0 33 700	240 151 400 0 33 700	
M77-4490		Harappa	M77	Y	M77	16 220 520 0 33 700	16 220 520 0 33 700	
M77-4491		Harappa	M77	Y	M77	798 18 0 31 700	798 18 0 31 700	
M77-4492		Harappa	M77	Y	M77	495 861 740 400 0 33 700	495 861 740 400 0 33 700	
M77-4493		Harappa	M77	Y	M77	236 400 0 ? 700	236 400 0 ? 700	
M77-4494		Harappa	M77	Y	M77	550 527 0 700	550 527 0 700	
M77-4497		Harappa	M77	Y	M77	240 100 740 0 33 700	240 100 740 0 33 700	
M77-4498		Harappa	M77	Y	M77	590 368 ? 388 0 ? 700	590 368 ? 388 0 ? 700	
M77-4499		Harappa	M77	Y	M77	233 550 527 0 32 700	233 550 527 0 32 700	
M77-4500		unknown	M77	Y	M77	416 ? 33 0 255 33	416 ? 33 0 255 33	
M77-4501		unknown	M77	Y	M77	? 400 0 ? 700	? 400 0 ? 700	
M77-4502		unknown	M77	Y	M77	900 368 0 33 700	900 368 0 33 700	
M77-4503		unknown	M77	Y	M77	? 400 0 ? 700	? 400 0 ? 700	
M77-4504		unknown	M77	Y	M77	495 861 740 400 0 33 700	495 861 740 400 0 33 700	
M77-4505		unknown	M77	Y	M77	32 510	32 510	
M77-4507		unknown	M77	Y	M77	413 892 690 0 220 520	413 892 690 0 220 520	
M77-4508		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-4509		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-4510		unknown	M77	Y	M77	495 861 740 400 0 33 700	495 861 740 400 0 33 700	
M77-4511		unknown	M77	Y	M77	728 904 740 0 33 700	728 904 740 0 33 700	
M77-4512		unknown	M77	Y	M77	13 840 740 0 33 700	13 840 740 0 33 700	
M77-4514		unknown	M77	Y	M77	861 33 0 61 255 740	861 33 0 61 255 740	
M77-4516		unknown	M77	Y	M77	176 740 400 0 ? 700	176 740 400 0 ? 700	
M77-4517		unknown	M77	Y	M77	849 742 0 413 575	849 742 0 413 575	
M77-4518		unknown	M77	Y	M77	861 33 0 31 520	861 33 0 31 520	
M77-4519		unknown	M77	Y	M77	13 840 740 400 0 32 700	13 840 740 400 0 32 700	
M77-4520		unknown	M77	Y	M77	5 900 740 0 33 700	5 900 740 0 33 700	
M77-4521		unknown	M77	Y	M77	220 0 705 167	220 0 705 167	
M77-4522		unknown	M77	Y	M77	336 740 400 0 ? 700	336 740 400 0 ? 700	
M77-4523		unknown	M77	Y	M77	336 740 400 0 33 700	336 740 400 0 33 700	
M77-4525		unknown	M77	Y	M77	900 740 0 33 700	900 740 0 33 700	
M77-4527		unknown	M77	Y	M77	692 0 33	692 0 33	
M77-4528		unknown	M77	Y	M77	832 60 31 0 33 700	832 60 31 0 33 700	
M77-4529		unknown	M77	Y	M77	832 740 0 ?	832 740 0 ?	
M77-4530		unknown	M77	Y	M77	705 400	705 400	
M77-4532		unknown	M77	Y	M77	710 455 0 32	710 455 0 32	
M77-4533		unknown	M77	Y	M77	861	861	
M77-4535		unknown	M77	Y	M77	861 368 0 495 776	861 368 0 495 776	
M77-4536		unknown	M77	Y	M77	495 776 0 849 740	495 776 0 849 740	
M77-4537		unknown	M77	Y	M77	31 ? 0 31 877	31 ? 0 31 877	
M77-4538		unknown	M77	Y	M77	151 400	151 400	
M77-4540		unknown	M77	Y	M77	740	740	
M77-4541		unknown	M77	Y	M77	176 740 400 510 32	176 740 400 510 32	
M77-4543		unknown	M77	Y	M77	176 740 400 0 33 700	176 740 400 0 33 700	
M77-4544		unknown	M77	Y	M77	415 220 520 0 ? 700	415 220 520 0 ? 700	
M77-4545		unknown	M77	Y	M77	690 0 861	690 0 861	
M77-4546		unknown	M77	Y	M77	100 740 0 700	100 740 0 700	
M77-4547		unknown	M77	Y	M77	? 400	? 400	
M77-4548		unknown	M77	Y	M77	176 740 400 0 32 700	176 740 400 0 32 700	
M77-4549		unknown	M77	Y	M77	877 861 740 0 33 700	877 861 740 0 33 700	
M77-4550		unknown	M77	Y	M77	362 740 90 0 33 700	362 740 90 0 33 700	
M77-4551		unknown	M77	Y	M77	233 520 0 32 700	233 520 0 32 700	
M77-4552		unknown	M77	Y	M77	861 2 0 31 700	861 2 0 31 700	
M77-4553		unknown	M77	Y	M77	13 840 740 0 ? 700	13 840 740 0 ? 700	
M77-4554		unknown	M77	Y	M77	13 840 740 0 32 700	13 840 740 0 32 700	
M77-4555		unknown	M77	Y	M77	13 840 740 0 ? 700	13 840 740 0 ? 700	
M77-4556		unknown	M77	Y	M77	32 226 400 0 32 700	32 226 400 0 32 700	
M77-4557		unknown	M77	Y	M77	171 35 0 32	171 35 0 32	
M77-4559		unknown	M77	Y	M77	790 740 0 32 700	790 740 0 32 700	
M77-4560		unknown	M77	Y	M77	13 0 32	13 0 32	
M77-4561		unknown	M77	Y	M77	550 60	550 60	
M77-4562		unknown	M77	Y	M77	240 632 690 740 0 32 700	240 632 690 740 0 32 700	
M77-4564		unknown	M77	Y	M77	13 840 740 0 33 700	13 840 740 0 33 700	
M77-4566		unknown	M77	Y	M77	740 400 0 31 700	740 400 0 31 700	
M77-4571		unknown	M77	Y	M77	740 90 400 0 ? 700	740 90 400 0 ? 700	
M77-4572		unknown	M77	Y	M77	5 405	5 405	
